Brand,Characteristics,Price,Image
Asus :  ,(42 417 сом),"Ноутбук Intel Pentium Gold 6805, 8 ГБ, 256 Гб, 14'', 1920 x 1080, NVIDIA GeForce MX130, Windos 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(68 923 сом),"Ноутбук Intel Core i5, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(68 923 сом),"Ноутбук Intel Core i5, 8 GB, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(83 869 сом),"Ноутбук Intel Core i5, 8 GB, 256 Гб, 13.3 "", 1920 x 1080", //static.wbstatic.net/i/blank.gif
THUNDEROBOT :  ,(87 056 сом),"Ноутбук Intel Core i5, 16GB, 512 GB, 15.6"", 1920 x 1080, Windows 10", //static.wbstatic.net/i/blank.gif
Asus :  ,(46 461 сом),"Ноутбук Intel Pentium Gold, 8 GB, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(111 884 сом),"Ноутбук 10300H, 8 GB, 512 GB, 17.3"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(76 772 сом),"Ноутбук Intel Core i3, 8 GB, 256 Гб, 13.3 "", 1920 ? 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(26 212 сом),"Ноутбук Intel Celeron N4020, 4 ГБ, 11.6"", 1366 x 768, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(70 301 сом),"Ноутбук AMD Ryzen 7 4700U, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080 (FHD), AMD Radeon Graphics, Без операционной системы", //static.wbstatic.net/i/blank.gif
Xiaomi :  ,(61 953 сом),"Ноутбук Core I5 8200Y, 256 Гб, 12.5"", 1920x1080, Windows 10 Home Single Language", //static.wbstatic.net/i/blank.gif
Xiaomi :  ,(96 147 сом),"Ноутбук Intel Core i5, 512 GB, 15.6"", 1920x1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
CHUWI :  ,(62 526 сом),"Ноутбук Intel Core i5-8259U, 8, 512, 14"", 2160 x 1440, Intel® Iris® Plus 655, до 1,2 МГц, Windows 10, Windos 10 Home, Windows 10 64-bit", //static.wbstatic.net/i/blank.gif
Asus :  ,(37 893 сом),"Ноутбук Intel Pentium, 4 ГБ, 128 GB, 15.6, 1366x768, NVIDIA GeForce® MX130, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(76 714 сом),"Ноутбук Intel Core i5-8265U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(45 566 сом),"Ноутбук Intel Core i3-10110U, 4, 1000 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(50 146 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(55 758 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(73 966 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(59 651 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(69 729 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(64 232 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 247 сом),"Ноутбук Intel Core i3-8145U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(54 384 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(52 551 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(64 805 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(74 093 сом),"Ноутбук Intel Core i5-10210U, 8, 512 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(54 384 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1920x1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(61 369 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Asus :  ,(55 758 сом),"Ноутбук Intel Core i3-10110U, 8, 256 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 934 сом),"Ноутбук Intel Core i3-10110U, 8, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Домашняя",//images.wbstatic.net/c246x328/new/37770000/37775674-1.jpg
Asus :  ,(52 551 сом),"Ноутбук Intel Core i3-10110U, 4, 1000 Гбайт, 14"", 1366x768, Intel UHD Graphics, Microsoft Windows 10 Домашняя",//images.wbstatic.net/c246x328/new/37770000/37775675-1.jpg
Asus :  ,(77 416 сом),"Ноутбук Intel Core i5-10210U, 8, 512 Гбайт, 14"", 1920x1080, Intel UHD Graphics, Microsoft Windows 10 Pro",//images.wbstatic.net/c246x328/new/37770000/37775696-1.jpg
Asus :  ,(45 795 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 1 TB, 128 Гб, 17.3"", 1600 x 900, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37860000/37860285-1.jpg
Asus :  ,(41 214 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 256 Гб, 17.3"", 1600 x 900, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37860000/37863214-1.jpg
Asus :  ,(44 650 сом),"Ноутбук Intel Pentium Gold 6805, 8 ГБ, 256 Гб, 14"", 1366 x 768, NVIDIA GeForce MX130, Windos 10 Home",//images.wbstatic.net/c246x328/new/37860000/37864495-1.jpg
Asus :  ,(33 198 сом),"Ноутбук Intel Pentium Gold 5405U, 4 ГБ, 128 Гб, 15,6"", 1366 x 768, Intel UHD Graphics 610, Windos 10 Home",//images.wbstatic.net/c246x328/new/37860000/37866993-1.jpg
Asus :  ,(60 224 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Без ОС",//images.wbstatic.net/c246x328/new/37860000/37867204-1.jpg
lenovo :  ,(47 192 сом),"Ноутбук Intel Core i3 1115G4, 4 ГБ, 256 Гб, 15.6 "", 1920 x 1080, Intel UHD Graphics, DOS",//images.wbstatic.net/c246x328/new/37870000/37870828-1.jpg
Asus :  ,(71 905 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 1000 Гб, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Windows 10",//images.wbstatic.net/c246x328/new/37870000/37872294-1.jpg
Asus :  ,(74 653 сом),"Ноутбук AMD Ryzen 5 4500U, 8 ГБ, 256 Гб, 15.6 "", 1920 x 1080, AMD Radeon Graphics, Windows 10",//images.wbstatic.net/c246x328/new/37870000/37872965-1.jpg
Asus :  ,(187 452 сом),"Ноутбук AMD Ryzen 7 5800HS, 32 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37933738-1.jpg
Asus :  ,(183 444 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 512 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3050 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37934941-1.jpg
Asus :  ,(199 820 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 1024 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37935618-1.jpg
Asus :  ,(199 820 сом),"Ноутбук Intel Core i7 11800H, 16 ГБ, 1024 Гб, 16"", 2560х1600 WQXGA, NVIDIA GeForce RTX 3060, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37936066-1.jpg
Asus :  ,(184 704 сом),"Ноутбук AMD Ryzen 9 5900HS, 8 ГБ, 1024 Гб, 13.4'', 1920x1200 WUXGA, NVIDIA GeForce RTX 3050 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37930000/37938473-1.jpg
Asus :  ,(49 001 сом),"Ноутбук Intel Pentium N5030, 128 Гб, 14"", 1920 x 1080, Intel UHD Graphics 605, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37940160-1.jpg
Asus :  ,(101 336 сом),"Ноутбук Intel Core i5 10300H, 16 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1650, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37941590-1.jpg
Asus :  ,(102 023 сом),"Ноутбук Intel Core i5 10300H, 16 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1650 Ti, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37943019-1.jpg
Asus :  ,(104 771 сом),"Ноутбук Intel Core i5 1135G7, 16 ГБ, 512 Гб, 14"", 1920 x 1080, Intel Iris Xe Graphics, Windows 10",//images.wbstatic.net/c246x328/new/37940000/37945014-1.jpg
Asus :  ,(66 522 сом),"Ноутбук Intel Core i5 1035G1, 8 ГБ, 256 Гб, 14"", 1920 x 1080, Intel UHD Graphics, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(92 861 сом),"Ноутбук Intel Core i5 10500H, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce GTX 1650, Windows 10", //static.wbstatic.net/i/blank.gif
Asus :  ,(29 762 сом),"Ноутбук Intel Celeron N4020, 4 ГБ, 256 Гб, 15.6 "", 1366 x 768, Intel UHD Graphics 600, DOS", //static.wbstatic.net/i/blank.gif
MSI :  ,(143 020 сом),"Ноутбук Intel Core i7 11800H, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce RTX 3050, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(155 273 сом),"Ноутбук Intel Core i7 11800H, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce RTX 3060, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(30 908 сом),"Ноутбук Intel Celeron N4020, 4 ГБ, 128 Гб, 15.6"", 1366 x 768, Intel UHD Graphics 600, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(85 532 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 14"", 1920 x 1080, Intel Iris Xe Graphics, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(57 476 сом),"Ноутбук Intel Core i3 10110U, 8 ГБ, 256 Гб, 15.6"", 1920 x 1080, Intel UHD Graphics, DOS", //static.wbstatic.net/i/blank.gif
Asus :  ,(80 150 сом),"Ноутбук Intel Core i3 1115G4, 8 ГБ, 256 Гб, 13.3'', 1920 x 1080, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
MSI :  ,(116 108 сом),"Ноутбук Intel Core i7 1165G7, 16 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce MX450, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(101 450 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce MX450, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(110 039 сом),"Ноутбук Intel Core i7 1165G7, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce MX450, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(110 039 сом),"Ноутбук Intel Core i7 1165G7, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce MX450, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(101 450 сом),"Ноутбук Intel Core i5 1135G7, 8 ГБ, 512 Гб, 15.6"", 1920 x 1080, NVIDIA GeForce MX450, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(177 260 сом),"Ноутбук Intel Core i7 1185G7, 16 ГБ, 1024 Гб, 13.4'', 1920x1200 WUXGA, Intel Iris Xe Graphics, Windows 10", //static.wbstatic.net/i/blank.gif
MSI :  ,(158 938 сом),"Ноутбук Intel Core i5 1135G7, 16 ГБ, 512 Гб, 13.4'', 1920x1200 WUXGA, Intel Iris Xe Graphics, Windows 10", //static.wbstatic.net/i/blank.gif
Asus :  ,(46 319 сом),"Ноутбук Intel Pentium Gold, 8 GB, 256 Гб, 14"", 1920 x 1080, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(38 017 сом),"Ноутбук Intel Pentium Silver, 4 GB, 256 Гб, 15.6 "", 1366x768, Windows 10 Home", //static.wbstatic.net/i/blank.gif
lenovo :  ,(37 779 сом),"Ноутбук 8 ГБ, 1024, 15.6, 1920x1080 Full HD, AMD Radeon Vega 3", //static.wbstatic.net/i/blank.gif
lenovo :  ,(33 427 сом),"Ноутбук 4 ГБ, 15.6, 1920x1080 Full HD, AMD Radeon Vega 3", //static.wbstatic.net/i/blank.gif
lenovo :  ,(37 092 сом),"Ноутбук 4 ГБ, 256, 15.6, 1920x1080 Full HD, AMD Radeon Vega 3", //static.wbstatic.net/i/blank.gif
lenovo :  ,(35 946 сом),"Ноутбук 4 ГБ, 500, 15.6, 1920x1080 Full HD, AMD Radeon Vega 3", //static.wbstatic.net/i/blank.gif
lenovo :  ,(60 109 сом),"Ноутбук 4 ГБ, 256, 14, 1920x1080 Full HD, Intel UHD Graphics", //static.wbstatic.net/i/blank.gif
Dell :  ,(93 434 сом),"Ноутбук 8 ГБ, 512, 15.6, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 934 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 8 ГБ, 256, 17.3, 1600x900 HD+, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(67 897 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 8 ГБ, 512, 17.3, 1600x900 HD+, Intel UHD Graphics, Без системы", //static.wbstatic.net/i/blank.gif
Dell :  ,(108 665 сом),"Ноутбук 8 ГБ, 256, 15.6, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(65 148 сом),"Ноутбук 8 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics", //static.wbstatic.net/i/blank.gif
Acer :  ,(45 451 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 4 ГБ, 1000, 15.6, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(48 887 сом),"Ноутбук Intel Core i5-1035G1 (1.0 ГГц), 4 ГБ, 256, 15.6, 1920x1080 Full HD, Intel UHD Graphics, Без системы", //static.wbstatic.net/i/blank.gif
Acer :  ,(74 768 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(67 782 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 8 ГБ, 1000, 256, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Без системы", //static.wbstatic.net/i/blank.gif
Acer :  ,(77 974 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 8 ГБ, 1024, 256, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(75 569 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 12 ГБ, 1024, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Без системы", //static.wbstatic.net/i/blank.gif
Acer :  ,(77 516 сом),"Ноутбук 12 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(68 011 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 12 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Без системы", //static.wbstatic.net/i/blank.gif
Dell :  ,(51 063 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 8 ГБ, 1024, 14, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(65 148 сом),"Ноутбук AMD Ryzen 3 3250U (2.6 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, AMD Radeon Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Acer :  ,(107 176 сом),"Ноутбук Intel Core i5-1135G7 (2.4 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Acer :  ,(62 171 сом),"Ноутбук 8 ГБ, 256, 15.6, 1920x1080 Full HD, AMD Radeon Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Dell :  ,(54 727 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 8 ГБ, 256, 14, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(66 064 сом),"Ноутбук Intel Core i3-1005G1 (1.2 ГГц), 8 ГБ, 256, 15.6, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Acer :  ,(86 677 сом),"Ноутбук 8 ГБ, 256, 15.6, 1920x1080 Full HD, Intel Iris Plus Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Acer :  ,(80 035 сом),"Ноутбук 8 ГБ, 512, 14, 1920x1080 Full HD", //static.wbstatic.net/i/blank.gif
Acer :  ,(85 647 сом),"Ноутбук 8 ГБ, 512, 14, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(61 713 сом),"Ноутбук 8 ГБ, 1024, 14, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(64 347 сом),"Ноутбук 8 ГБ, 1024, 14, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(66 866 сом),"Ноутбук 8 ГБ, 256, 14, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(57 819 сом),"Ноутбук AMD Ryzen 5 5500U (2.1 ГГц), 4 ГБ, 256, 14, 1920x1080 Full HD, AMD Radeon Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(81 753 сом),"Ноутбук Intel Core i5-1135G7 (2.4 ГГц), 16 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Xe Graphics, Без системы", //static.wbstatic.net/i/blank.gif
lenovo :  ,(48 314 сом),"Ноутбук Intel Pentium Gold 7505 (2.0 ГГц), 8 ГБ, 256, 14, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
lenovo :  ,(115 879 сом),"Ноутбук Intel Core i5-1135G7 (2.4 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
lenovo :  ,(115 879 сом),"Ноутбук 8 ГБ, 512, 15.6, 1920x1080 Full HD, Intel Iris Xe Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(55 185 сом),"Ноутбук Intel Core i3-1115G4 (3.0 ГГц), 4 ГБ, 1024, 14, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(43 504 сом),"Ноутбук Intel Core i3-1115G4 (3.0 ГГц), 4 ГБ, 256, 15.6, 1366x768 HD, Intel UHD Graphics, Linux", //static.wbstatic.net/i/blank.gif
Dell :  ,(50 146 сом),"Ноутбук 4 ГБ, 256, 15.6, 1366x768 HD, Intel UHD Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(61 140 сом),"Ноутбук 8 ГБ, 256, 14, 1920x1080 Full HD, Linux", //static.wbstatic.net/i/blank.gif
Dell :  ,(84 502 сом),"Ноутбук 8 ГБ, 512, 14, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(79 234 сом),"Ноутбук Intel Core i3-1115G4 (3.0 ГГц), 8 ГБ, 256, 1920x1080 Full HD, Intel Iris Plus Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(46 024 сом),"Ноутбук Intel Pentium Gold 6805 (1.1 ГГц), 8 ГБ, 256, 14, 1920x1080 Full HD, NVIDIA GeForce MX130 (2 Гб), Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(37 664 сом),"Ноутбук Intel Pentium Gold 6805 (1.1 ГГц), 4 ГБ, 128, 15.6, 1280x720, NVIDIA GeForce MX130 (2 Гб), Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(41 443 сом),"Ноутбук 4 ГБ, 256, 15.6, 1366x768 HD, Intel UHD Graphics 605, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(42 703 сом),"Ноутбук 4 ГБ, 14, 1920x1080 Full HD, Intel UHD Graphics 600, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(65 835 сом),"Ноутбук AMD Ryzen 5 4500U (2.3 ГГц), 8 ГБ, 256, 15.6, 1920x1080 Full HD, AMD Radeon Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Acer :  ,(79 005 сом),"Ноутбук Intel Core i7-1065G7 (1.3 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, NVIDIA GeForce MX330 (2 Гб), Windows 10 Home", //static.wbstatic.net/i/blank.gif
DIGMA :  ,(17 280 сом),"Ноутбук 2 ГБ, 64, 10.1, 1920x1200, Intel HD Graphics 500, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(43 963 сом),"Ноутбук 4 ГБ, 256, 15.6, 1366x768 HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(52 551 сом),"Ноутбук 8 ГБ, 14, 1920x1080 Full HD, Intel Iris Xe Graphics, Linux", //static.wbstatic.net/i/blank.gif
DIGMA :  ,(27 129 сом),"Ноутбук Intel Celeron N3350 (1.1 ГГц), 4 ГБ, 64, 15.6, 1920x1080 Full HD, Intel HD Graphics 500, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Asus :  ,(61 598 сом),"Ноутбук Intel Core i5-1035G1 (1.0 ГГц), 8 ГБ, 512, 14, 1920x1080 Full HD, NVIDIA GeForce MX350 (2 ГБ), Без системы", //static.wbstatic.net/i/blank.gif
DIGMA :  ,(22 777 сом),"Ноутбук 4 ГБ, 1920x1080 Full HD, Intel HD Graphics 500, Windows 10 Home", //static.wbstatic.net/i/blank.gif
DIGMA :  ,(20 487 сом),"Ноутбук 4 ГБ, 64, 11, 1920x1080 Full HD, Intel HD Graphics 500, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(112 100 сом),"Ноутбук 8 ГБ, 512, 15.6, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(89 426 сом),"Ноутбук 8 ГБ, 256, 15.6, 1920x1080 Full HD, Windows 10 Home", //static.wbstatic.net/i/blank.gif
Dell :  ,(112 902 сом),"Ноутбук Intel Core i7-10750H (2.6 ГГц), 8 ГБ, 512, 15.6, 1920x1080 Full HD, NVIDIA GeForce GTX 1650 (4 Гб), Windows 10 Home", //static.wbstatic.net/i/blank.gif
lenovo :  ,(72 592 сом),"Ноутбук 8 ГБ, 256, 15.6, 1920x1080 Full HD, Intel UHD Graphics, Windows 10 Pro", //static.wbstatic.net/i/blank.gif
Dell :  ,(102 413 сом),"Ноутбук Intel Core i5 10210U, 8 ГБ, 256 Гб, 13.3'', 1920x1080, Intel UHD Graphics, Windows", //static.wbstatic.net/i/blank.gif
Honor :  ,(85 876 сом),"Ноутбук AMD Ryzen 5 4600H, 16 ГБ, 512 Гб, 16.1"", 1920x1080, AMD Radeon Graphics, Windows", //static.wbstatic.net/i/blank.gif
lenovo :  ,(44 203 сом),"Ноутбук AMD Ryzen 5 3500U, 4, 256 Гб, 15.6"", 1920x1080, AMD Radeon Vega 8", //static.wbstatic.net/i/blank.gif
lenovo :  ,(89 197 сом),"Ноутбук Intel Core i5-1035G4, 8, 256 Гб, 14"", 1920x1080, Intel Iris Plus Graphics, Windows 10 Home", //static.wbstatic.net/i/blank.gif
lenovo :  ,(52 093 сом),"Ноутбук Intel Core i3-1005G1, 8, 512 Гб, 14"", 1920x1080, Intel UHD Graphics",//images.wbstatic.net/c246x328/new/24610000/24617616-1.jpg
Echips :  ,(41 830 сом),"Ноутбук 8, 15.6'', 1920х1080, Intel UHD Graphics 600, Windows 10 Pro",//images.wbstatic.net/c246x328/new/31980000/31987589-1.jpg
Xiaomi Mi :  ,(123 895 сом),"Ноутбук 16 ГБ, 1024 Гб, 15.6'', 1920x1080, NVIDIA GeForce GTX 1660Ti, Windows 10 Home",//images.wbstatic.net/c246x328/new/18310000/18310403-1.jpg
